Serie;Pedido_numero;Cliente_numero;Operacao_numero;Uso_numero;Ordem_venda;Emitido_em;Previsao_entrega;Pedido_cliente;DT_embarque;DT_entregue;OnTime;InFull;OnTime_InFull;Ordem_embarque;Transporte;Transportadora_numero;Volume;Especie;Valor_mercadoria;Frete;Seguro;Acrescimos;Peso_liquido;Peso_bruto;Cod_log_entrega;Numero_entrega
0;34,02;152;0;21;Venda a Ordem;18/01/2021;20/01/2021;131;17/01/2021;18/01/2021;1;1;1;32;Próprio por conta Remetente;2;2040;PALETE MADEIRA 1 UN;5939,46;118,79;29,70;0;0,00;0,00;158219;3724
0;34,03;152;0;21;Venda a Ordem;19/01/2021;19/01/2021;132;19/01/2021;21/01/2021;0;1;0;33;Próprio por conta Remetente;10;5268;PALETE MADEIRA 1 UN;17658,42;353,17;88,29;0;487,98;636,68;158219;3724
0;34,04;152;0;21;Venda a Ordem;19/01/2021;21/01/2021;133;19/01/2021;20/01/2021;1;0;0;34;Próprio por conta Remetente;6;2550;PALETE MADEIRA 1 UN;7424,33;148,49;37,12;0;15,30;15,30;158219;3724
0;35,01;152;0;21;Venda a Ordem;20/01/2021;27/01/2021;134;25/01/2021;25/01/2021;1;1;1;35;Próprio por conta Remetente;5;3006;PALETE MADEIRA 1 UN;13359,96;267,20;66,80;0;251,16;340,39;158219;3724
0;35,02;152;0;21;Venda a Ordem;21/01/2021;25/01/2021;135;24/01/2021;26/01/2021;0;0;0;36;Próprio por conta Remetente;1;2550;PALETE MADEIRA 1 UN;7420,50;148,41;37,10;0;15,30;15,30;158219;3724
0;37;190;1;51;Remessa Vasilhame Estadual;13/01/2021;15/01/2021;136;16/01/2021;17/01/2021;0;0;0;37;Por conta Destintário (FOB);3;40;PALETE MADEIRA 1 UN;6000,00;120,00;30,00;0;40,00;40,00;90927;1523
0;38;25;1;51;Remessa Vasilhame Estadual;13/01/2021;19/01/2021;137;17/01/2021;19/01/2021;1;1;1;38;Por conta Destintário (FOB);4;46;PALETE MADEIRA 1 UN;4600,00;92,00;23,00;0;46,00;46,00;293282;4992
0;40,01;25;0;21;Venda a Ordem;15/01/2021;21/01/2021;138;18/01/2021;18/01/2021;1;1;1;39;Próprio por conta Remetente;6;1590;PALETE MADEIRA 1 UN;6029,80;120,60;30,15;0;1374,48;2844,48;293282;4992
0;40,02;25;0;21;Venda a Ordem;15/01/2021;22/01/2021;139;19/01/2021;20/01/2021;1;1;1;40;Próprio por conta Remetente;5;300;PALETE MADEIRA 1 UN;339,00;6,78;1,70;0;99,00;99,00;293282;4992
0;41,01;25;0;21;Venda a Ordem;15/01/2021;16/01/2021;140;17/01/2021;18/01/2021;0;1;0;41;Próprio por conta Remetente;9;1128;PALETE MADEIRA 1 UN;13703,52;274,07;68,52;0;4549,73;5149,73;293282;4992
0;41,02;25;0;21;Venda a Ordem;18/01/2021;25/01/2021;141;25/01/2021;27/01/2021;0;1;0;42;Próprio por conta Remetente;3;132;PALETE MADEIRA 1 UN;2519,88;50,40;12,60;0;1105,63;1105,63;293282;4992
0;44;79;0;21;Venda a Ordem;13/01/2021;14/01/2021;142;14/01/2021;16/01/2021;0;1;0;43;Por conta Remetente (CIF);3;25000;CAIXA DE PAPELÃO 40 UN;14290,00;285,80;71,45;0;20,00;199,00;281465;3633
0;48;185;0;21;Venda a Ordem;13/01/2021;15/01/2021;143;13/01/2021;13/01/2021;1;0;0;44;Por conta Remetente (CIF);6;1440;CAIXA DE PAPELÃO 40 UN;2131,20;42,62;10,66;0;50,40;62,35;25315;476
0;49,01;185;0;21;Venda a Ordem;18/01/2021;22/01/2021;144;19/01/2021;20/01/2021;1;1;1;45;Próprio por conta Remetente;4;4032;CAIXA DE PAPELÃO 40 UN;7176,96;143,54;35,88;0;90,72;90,72;25315;476
0;51;25;0;21;Venda a Ordem;13/01/2021;19/01/2021;145;16/01/2021;17/01/2021;1;0;0;46;Próprio por conta Remetente;2;2030;CAIXA DE PAPELÃO 40 UN;1770,50;35,41;8,85;0;28,82;32,72;293282;4992
0;55;3;1;51;Remessa Vasilhame Estadual;14/01/2021;20/01/2021;146;17/01/2021;17/01/2021;1;1;1;47;Por conta Destintário (FOB);3;12;PALETE MADEIRA 1 UN;1800,00;36,00;9,00;0;0,00;12,00;199382;4667
0;56;157;1;51;Remessa Vasilhame Estadual;14/01/2021;21/01/2021;147;20/01/2021;20/01/2021;1;1;1;48;Por conta Destintário (FOB);3;28;PALETE MADEIRA 1 UN;840,00;16,80;4,20;0;28,00;28,00;115570;879
0;57;57;1;51;Remessa Vasilhame Estadual;15/01/2021;15/01/2021;148;16/01/2021;18/01/2021;0;1;0;49;Por conta Destintário (FOB);1;16;PALETE MADEIRA 1 UN;2400,00;48,00;12,00;0;0,00;16,00;186755;3893
0;58;134;1;51;Remessa Vasilhame Estadual;15/01/2021;16/01/2021;149;14/01/2021;15/01/2021;1;0;0;50;Por conta Destintário (FOB);6;27;PALETE MADEIRA 1 UN;810,00;16,20;4,05;0;27,00;27,00;199382;4667
0;59;10;1;51;Remessa Vasilhame Estadual;15/01/2021;22/01/2021;150;20/01/2021;20/01/2021;1;1;1;51;Por conta Destintário (FOB);6;2;PALETE MADEIRA 1 UN;70,00;1,40;0,35;0;2,00;2,00;115567;4789
0;60;163;1;51;Remessa Vasilhame Estadual;15/01/2021;19/01/2021;151;19/01/2021;20/01/2021;0;0;0;52;Por conta Destintário (FOB);10;34;PALETE MADEIRA 3 UN;4900,00;98,00;24,50;0;34,00;38,00;115567;4789
0;61;180;3;51;Retorno Devolução Vasilhame Estadual;15/01/2021;17/01/2021;152;17/01/2021;18/01/2021;0;1;0;53;Por conta Destintário (FOB);2;40;PALETE MADEIRA 3 UN;1200,00;24,00;6,00;0;40,00;40,00;90927;1523
0;62;18;14;2;Amostra;15/01/2021;16/01/2021;153;13/01/2021;15/01/2021;1;1;1;54;Por conta Destintário (FOB);9;4;PALETE MADEIRA 3 UN;90,22;1,80;0,45;0;4,00;4,00;25315;476
0;63;113;14;2;Amostra;15/01/2021;16/01/2021;154;13/01/2021;14/01/2021;1;1;1;55;Por conta Destintário (FOB);10;4;PALETE MADEIRA 3 UN;90,22;1,80;0,45;0;4,00;4,00;0;0
0;64;52;1;51;Remessa Vasilhame Estadual;15/01/2021;16/01/2021;155;17/01/2021;17/01/2021;0;0;0;56;Por conta Destintário (FOB);3;12;PALETE MADEIRA 3 UN;420,00;8,40;2,10;0;12,00;12,00;129882;6743
0;65;103;1;51;Remessa Vasilhame Estadual;15/01/2021;16/01/2021;156;14/01/2021;14/01/2021;1;1;1;57;Por conta Destintário (FOB);10;7;PALETE DE MADEIRA 2 ;1050,00;21,00;5,25;0;7,00;7,00;115564;9876
0;66;93;1;51;Remessa Vasilhame Estadual;15/01/2021;17/01/2021;157;17/01/2021;18/01/2021;0;1;0;58;Por conta Destintário (FOB);6;38;PALETE DE MADEIRA 2 ;3638,00;72,76;18,19;0;38,00;41,00;175621;3971
0;67;109;0;21;Venda a Ordem;18/01/2021;24/01/2021;158;24/01/2021;25/01/2021;0;1;0;59;Por conta Remetente (CIF);10;10;PALETE DE MADEIRA 2 ;129,00;2,58;0,65;0;0,00;10,00;186755;3893
0;68;197;1;51;Remessa Vasilhame Estadual;18/01/2021;18/01/2021;159;19/01/2021;21/01/2021;0;0;0;60;Por conta Destintário (FOB);5;25;PALETE DE MADEIRA 2 ;1951,55;39,03;9,76;0;25,00;50,00;201383;3721
0;69;184;1;51;Remessa Vasilhame Estadual;18/01/2021;22/01/2021;160;22/01/2021;22/01/2021;1;0;0;61;Por conta Destintário (FOB);1;1;PALETE DE MADEIRA 2 ;1000,00;20,00;5,00;0;1,00;2,00;290144;4822
0;70;102;0;9;Venda Sucata Estadual;18/01/2021;21/01/2021;161;18/01/2021;18/01/2021;1;1;1;62;Por conta Destintário (FOB);1;1850;PALETE DE MADEIRA 2 ;4625,00;92,50;23,13;0;1850,00;1850,00;186755;3893
0;72;186;1;51;Remessa Vasilhame Estadual;18/01/2021;20/01/2021;162;20/01/2021;21/01/2021;0;1;0;63;Por conta Destintário (FOB);8;34;PALETE DE MADEIRA 2 ;1020,00;20,40;5,10;0;34,00;34,00;290144;4822
0;73;98;1;51;Remessa Vasilhame Estadual;18/01/2021;23/01/2021;163;21/01/2021;23/01/2021;1;1;1;64;Por conta Destintário (FOB);6;4;PALETE MADEIRA 2 ;600,00;12,00;3,00;0;0,00;4,00;271921;879
0;74;160;1;51;Remessa Vasilhame Estadual;18/01/2021;25/01/2021;164;24/01/2021;25/01/2021;1;1;1;65;Por conta Destintário (FOB);10;4;PALETE MADEIRA 1 UN ;140,00;2,80;0,70;0;4,00;4,00;196723;3824
0;75;80;0;21;Venda a Ordem;18/01/2021;20/01/2021;165;17/01/2021;18/01/2021;1;1;1;66;Próprio por conta Remetente;9;2040;PALETE MADEIRA 1 UN ;5939,46;118,79;29,70;0;0,00;0,00;224718;4211
0;79;199;0;21;Retorno Venda a Ordem;19/01/2021;19/01/2021;166;20/01/2021;21/01/2021;0;1;0;67;Próprio por conta Remetente;9;4032;PALETE MADEIRA 1 UN ;7176,96;143,54;35,88;0;90,72;90,72;186755;3893
0;81;17;0;21;Venda a Ordem;19/01/2021;25/01/2021;167;23/01/2021;24/01/2021;1;1;1;68;Por conta Destintário (FOB);5;4032;PALETE MADEIRA 1 UN ;7176,96;143,54;35,88;0;90,72;90,72;177623;3776
0;82;144;1;51;Remessa Vasilhame Estadual;19/01/2021;20/01/2021;168;17/01/2021;18/01/2021;1;1;1;69;Por conta Destintário (FOB);1;25;PALETE MADEIRA 1 UN ;1951,55;39,03;9,76;0;25,00;50,00;25315;476
0;83;17;0;21;Venda a Ordem;19/01/2021;22/01/2021;169;22/01/2021;24/01/2021;0;1;0;70;Por conta Destintário (FOB);8;4032;PALETE MADEIRA 1 UN ;7136,64;142,73;35,68;0;90,72;90,72;177623;3776
0;84;165;0;9;Venda Sucata Estadual;19/01/2021;24/01/2021;170;22/01/2021;22/01/2021;1;1;1;71;Por conta Destintário (FOB);6;140;PALETE MADEIRA 1 UN ;350,00;7,00;1,75;0;140,00;140,00;90927;1523
0;85;183;0;21;Venda a Ordem;19/01/2021;23/01/2021;171;24/01/2021;24/01/2021;0;1;0;72;Por conta Destintário (FOB);5;1480;PALETE MADEIRA 1 UN ;5297,60;105,95;26,49;0;1048,96;2288,96;90927;1523
0;86;83;1;51;Remessa Vasilhame Estadual;20/01/2021;20/01/2021;172;21/01/2021;23/01/2021;0;1;0;73;Por conta Destintário (FOB);9;1;PALETE MADEIRA 1 UN ;35,00;0,70;0,18;0;1,00;1,00;271924;2345
0;87;13;1;51;Remessa Vasilhame Estadual;20/01/2021;24/01/2021;173;21/01/2021;22/01/2021;1;1;1;74;Por conta Destintário (FOB);5;10;PALETE MADEIRA 1 UN ;1500,00;30,00;7,50;0;0,00;10,00;169809;6578
0;88;126;1;51;Remessa Vasilhame Estadual;20/01/2021;27/01/2021;174;24/01/2021;26/01/2021;1;1;1;75;Por conta Destintário (FOB);6;19;PALETE MADEIRA 1 UN ;570,00;11,40;2,85;0;19,00;19,00;201383;3721
0;89;80;1;51;Remessa Vasilhame Estadual;20/01/2021;25/01/2021;175;26/01/2021;26/01/2021;0;1;0;76;Por conta Destintário (FOB);7;14;PALETE MADEIRA 1 UN ;2100,00;42,00;10,50;0;14,00;14,00;224718;4211
0;90;112;1;51;Remessa Vasilhame Estadual;20/01/2021;25/01/2021;176;24/01/2021;24/01/2021;1;1;1;77;Por conta Destintário (FOB);1;24;PALETE MADEIRA 1 UN ;2292,00;45,84;11,46;0;24,00;26,00;271924;2345
0;91;134;1;51;Remessa Vasilhame Estadual;20/01/2021;24/01/2021;177;25/01/2021;26/01/2021;0;1;0;78;Por conta Destintário (FOB);4;6;PALETE MADEIRA 1 UN ;900,00;18,00;4,50;0;0,00;6,00;199382;4667
0;93;162;0;21;Venda a Ordem;20/01/2021;26/01/2021;178;26/01/2021;26/01/2021;1;1;1;79;Por conta Destintário (FOB);7;3000;PALETE MADEIRA 1 UN ;1254,00;25,08;6,27;0;14,25;1515,15;27103;2864
0;95;57;1;51;Remessa Vasilhame Estadual;20/01/2021;26/01/2021;179;27/01/2021;27/01/2021;0;1;0;80;Por conta Destintário (FOB);10;20;PALETE MADEIRA 1 UN ;600,00;12,00;3,00;0;20,00;20,00;186755;3893
0;96;124;0;21;Venda a Ordem Interestadual;20/01/2021;22/01/2021;180;22/01/2021;22/01/2021;1;1;1;81;Por conta Destintário (FOB);9;14760;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;110946,58;2218,93;554,73;0;19170,96;19377,67;129879;2950
0;97;54;1;51;Remessa Vasilhame Interestadual;20/01/2021;21/01/2021;181;20/01/2021;22/01/2021;0;1;0;82;Por conta Destintário (FOB);6;25;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;875,00;17,50;4,38;0;25,00;25,00;119034;1701
0;101;131;1;51;Remessa Vasilhame Estadual;21/01/2021;22/01/2021;182;21/01/2021;22/01/2021;1;0;0;83;Por conta Destintário (FOB);8;35;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;1050,00;21,00;5,25;0;35,00;35,00;202886;1123
0;102;38;1;51;Remessa Vasilhame Estadual;21/01/2021;24/01/2021;183;24/01/2021;24/01/2021;1;1;1;84;Por conta Destintário (FOB);8;2;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;70,00;1,40;0,35;0;2,00;2,00;28019;4350
0;105;14;0;2;Devolução compra industrialização;21/01/2021;23/01/2021;184;21/01/2021;22/01/2021;1;1;1;85;Por conta Destintário (FOB);5;656;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;7078,24;141,56;35,39;0;656,00;656,00;245112;1997
0;106;177;0;21;Venda a Ordem;22/01/2021;27/01/2021;185;27/01/2021;27/01/2021;1;1;1;86;Por conta Destintário (FOB);7;3610;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;4067,03;81,34;20,34;0;47,65;47,65;115567;4789
0;107;164;1;51;Remessa Vasilhame Estadual;22/01/2021;22/01/2021;186;19/01/2021;20/01/2021;1;0;0;87;Por conta Destintário (FOB);3;6;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;1054,69;21,09;5,27;0;6,00;12,00;298740;2916
0;108;95;0;21;Venda a Ordem;22/01/2021;27/01/2021;187;26/01/2021;26/01/2021;1;0;0;88;Por conta Destintário (FOB);8;64;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;433,73;8,67;2,17;0;10,30;10,30;186757;8765
0;109;86;1;51;Remessa Vasilhame Estadual;22/01/2021;29/01/2021;188;30/01/2021;30/01/2021;0;1;0;89;Por conta Destintário (FOB);6;4;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;120,00;2,40;0,60;0;4,00;4,00;115567;4789
0;110;1;0;57;Venda a Ordem Estadual;22/01/2021;28/01/2021;189;28/01/2021;30/01/2021;0;1;0;90;Por conta Destintário (FOB);4;3610;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;4067,03;81,34;20,34;0;47,65;47,65;115567;4789
0;111;83;0;57;Venda a Ordem Estadual;22/01/2021;27/01/2021;190;28/01/2021;28/01/2021;0;1;0;91;Por conta Destintário (FOB);10;3610;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;4043,20;80,86;20,22;0;47,65;47,65;271924;2345
0;112;6;0;21;Venda a Ordem;22/01/2021;27/01/2021;191;26/01/2021;28/01/2021;0;1;0;92;Por conta Remetente (CIF);5;960;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;50626,56;1012,53;253,13;0;960,00;1920,00;25315;476
0;112,01;6;0;21;Venda a Ordem;22/01/2021;22/01/2021;192;22/01/2021;23/01/2021;0;0;0;93;Por conta Remetente (CIF);3;960;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;50626,56;1012,53;253,13;0;960,00;1920,00;25315;476
0;113;199;1;51;Remessa Vasilhame Estadual;22/01/2021;24/01/2021;193;25/01/2021;25/01/2021;0;0;0;94;Por conta Destintário (FOB);10;48;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;900,48;18,01;4,50;0;48,00;48,00;186755;3893
0;114;6;0;21;Venda a Ordem;22/01/2021;27/01/2021;194;26/01/2021;28/01/2021;0;1;0;95;Por conta Destintário (FOB);3;1080;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;1598,40;31,97;7,99;0;37,80;46,76;25315;476
0;116;53;0;21;Venda a Ordem;22/01/2021;23/01/2021;195;21/01/2021;23/01/2021;1;0;0;96;Por conta Destintário (FOB);7;4920;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;29681,38;593,63;148,41;0;806,61;1104,02;22818;4723
0;117;103;0;21;Venda a Ordem;22/01/2021;23/01/2021;196;22/01/2021;22/01/2021;1;1;1;97;Por conta Destintário (FOB);4;800;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;4832,00;96,64;24,16;0;169,60;969,60;115564;9876
0;118;84;0;21;Venda a Ordem;22/01/2021;23/01/2021;197;23/01/2021;25/01/2021;0;1;0;98;Por conta Destintário (FOB);4;972;CAIXA PAPELÃO 180/ 1 PALETE MADEIRA ;10883,16;217,66;54,42;0;4618,08;4618,08;293282;4992
0;120;38;1;51;Remessa Vasilhame Estadual;25/01/2021;29/01/2021;198;27/01/2021;28/01/2021;1;0;0;99;Por conta Destintário (FOB);1;67;PALETE MADEIRA 6 UN;4920,00;98,40;24,60;0;67,00;70,00;28019;4350
0;121;92;1;51;Remessa Vasilhame Estadual;25/01/2021;27/01/2021;199;27/01/2021;28/01/2021;0;1;0;100;Por conta Destintário (FOB);8;9;PALETE MADEIRA 1UN;315,00;6,30;1,58;0;9,00;9,00;119034;1701
0;122;182;1;51;Remessa Vasilhame Estadual;25/01/2021;31/01/2021;200;31/01/2021;31/01/2021;1;0;0;101;Por conta Destintário (FOB);1;9;PALETEMADEIRA 1 UN;315,00;6,30;1,58;0;9,00;9,00;298740;2916
0;123;94;1;51;Remessa Vasilhame Estadual;25/01/2021;25/01/2021;201;22/01/2021;23/01/2021;1;1;1;102;Por conta Destintário (FOB);8;20;PALETEMADEIRA 1 UN;3000,00;60,00;15,00;0;0,00;20,00;186755;3893
0;124;146;1;51;Remessa Vasilhame Estadual;25/01/2021;30/01/2021;202;31/01/2021;02/02/2021;0;1;0;103;Por conta Destintário (FOB);2;40;PALETE MADEIRA 4 CXS;1200,00;24,00;6,00;0;40,00;40,00;287413;3002
0;125;3;0;21;Venda a Ordem;25/01/2021;30/01/2021;203;27/01/2021;28/01/2021;1;1;1;104;Por conta Destintário (FOB);5;363;PALETE MADEIRA 4 CXS;2207,04;44,14;11,04;0;787,53;787,53;199382;4667
0;126;30;1;51;Remessa Vasilhame Estadual;25/01/2021;27/01/2021;204;25/01/2021;26/01/2021;1;1;1;105;Por conta Destintário (FOB);5;3;PALETE MADEIRA 4 CXS;3000,00;60,00;15,00;0;3,00;6,00;25315;476
0;127;18;0;21;Venda a Ordem;25/01/2021;26/01/2021;205;25/01/2021;26/01/2021;1;1;1;106;Por conta Destintário (FOB);3;5268;PALETE MADEIRA 4 CXS;17299,91;346,00;86,50;0;487,98;636,68;25315;476
0;128;162;0;21;Venda a Ordem;25/01/2021;25/01/2021;206;25/01/2021;27/01/2021;0;1;0;107;Por conta Destintário (FOB);6;11808;PALETE MADEIRA 4 CXS;10825,15;216,50;54,13;0;187,00;3426,88;27103;2864
0;129;153;0;21;Venda a Ordem;25/01/2021;30/01/2021;207;31/01/2021;02/02/2021;0;0;0;108;Por conta Destintário (FOB);7;10590;PALETE MADEIRA 4 CXS;22184,70;443,69;110,92;0;265,17;1885,04;303183;2178
0;130;176;0;21;Venda a Ordem;25/01/2021;29/01/2021;208;29/01/2021;31/01/2021;0;0;0;109;Por conta Destintário (FOB);3;4176;PALETE MADEIRA 4 CXS;3869,14;77,38;19,35;0;118,66;118,66;290144;4822
0;132;132;0;21;Retorno Venda a Ordem;25/01/2021;31/01/2021;209;30/01/2021;31/01/2021;1;1;1;110;Próprio por conta Remetente;8;5268;PALETE MADEIRA 4 CXS;17658,42;353,17;88,29;0;487,98;636,68;290144;4822
0;133;103;0;21;Retorno Venda a Ordem;25/01/2021;26/01/2021;210;27/01/2021;28/01/2021;0;0;0;111;Próprio por conta Remetente;6;4176;PALETE MADEIRA 4 CXS;4224,96;84,50;21,12;0;118,66;118,66;115564;9876
0;134;171;0;21;Retorno Venda a Ordem;25/01/2021;26/01/2021;211;26/01/2021;27/01/2021;0;1;0;112;Próprio por conta Remetente;1;11808;PALETE MADEIRA 4 CXS;11352,96;227,06;56,76;0;187,00;3426,88;303183;2178
0;135;128;0;21;Venda a Ordem;25/01/2021;27/01/2021;212;28/01/2021;28/01/2021;0;1;0;113;Por conta Destintário (FOB);4;1351;PALETE MADEIRA 4 CXS;27004,58;540,09;135,02;0;1351,00;2702,00;201383;3721
0;136;90;1;51;Remessa Vasilhame Estadual;25/01/2021;29/01/2021;213;29/01/2021;29/01/2021;1;0;0;114;Por conta Destintário (FOB);7;54;PALETE MADEIRA 4 CXS;262,44;5,25;1,31;0;54,00;54,00;271924;2345
0;137;163;1;51;Remessa Vasilhame Estadual;25/01/2021;29/01/2021;214;26/01/2021;28/01/2021;1;1;1;115;Por conta Destintário (FOB);10;3;PALETE MADEIRA 3;450,00;9,00;2,25;0;3,00;3,00;115567;4789
0;138;186;1;51;Remessa Vasilhame Estadual;25/01/2021;31/01/2021;215;29/01/2021;30/01/2021;1;1;1;116;Por conta Destintário (FOB);1;22;PALETE MADEIRA 3;3300,00;66,00;16,50;0;0,00;22,00;290144;4822
0;139;194;0;21;Venda a Ordem;25/01/2021;29/01/2021;216;28/01/2021;28/01/2021;1;0;0;117;Por conta Destintário (FOB);6;1000;PALETE MADEIRA 3;936,00;18,72;4,68;0;12,50;14,50;25315;476
