Serie;Pedido_numero;Cliente_numero;Operacao_numero;Uso_numero;Ordem_venda;Emitido_em;Previsao_entrega;Pedido_cliente;DT_embarque;DT_entregue;OnTime;InFull;OnTime_InFull;Ordem_embarque;Transporte;Transportadora_numero;Volume;Especie;Valor_mercadoria;Frete;Seguro;Acrescimos;Peso_liquido;Peso_bruto;Cod_log_entrega;Numero_entrega
0;35.02;152;0;21;Venda a Ordem;2021/01/21;2021/01/25;135;2021/01/24;2021/01/26;0;0;0;36;Proprio por conta Remetente;1;2550;PALETE MADEIRA 1 UN;7420.50;148.41;37.10;0;15.30;15.30;158219;3724
0;37;190;1;51;Remessa Vasilhame Estadual;2021/01/13;2021/01/15;136;2021/01/16;2021/01/17;0;0;0;37;Por conta Destintario (FOB);3;40;PALETE MADEIRA 1 UN;6000.00;120.00;30.00;0;40.00;40.00;90927;1523
0;38;25;1;51;Remessa Vasilhame Estadual;2021/01/13;2021/01/19;137;2021/01/17;2021/01/19;1;1;1;38;Por conta Destintario (FOB);4;46;PALETE MADEIRA 1 UN;4600.00;92.00;23.00;0;46.00;46.00;293282;4992
0;40.01;25;0;21;Venda a Ordem;2021/01/15;2021/01/21;138;2021/01/18;2021/01/18;1;1;1;39;Proprio por conta Remetente;6;1590;PALETE MADEIRA 1 UN;6029.80;120.60;30.15;0;1374.48;2844.48;293282;4992
0;40.02;25;0;21;Venda a Ordem;2021/01/15;2021/01/22;139;2021/01/19;2021/01/20;1;1;1;40;Proprio por conta Remetente;5;300;PALETE MADEIRA 1 UN;339.00;6.78;1.70;0;99.00;99.00;293282;4992
0;41.01;25;0;21;Venda a Ordem;2021/01/15;2021/01/16;140;2021/01/17;2021/01/18;0;1;0;41;Proprio por conta Remetente;9;1128;PALETE MADEIRA 1 UN;13703.52;274.07;68.52;0;4549.73;5149.73;293282;4992
0;41.02;25;0;21;Venda a Ordem;2021/01/18;2021/01/25;141;2021/01/25;2021/01/27;0;1;0;42;Proprio por conta Remetente;3;132;PALETE MADEIRA 1 UN;2519.88;50.40;12.60;0;1105.63;1105.63;293282;4992
0;44;79;0;21;Venda a Ordem;2021/01/13;2021/01/14;142;2021/01/14;2021/01/16;0;1;0;43;Por conta Remetente (CIF);3;25000;CAIXA DE PAPELaO 40 UN;14290.00;285.80;71.45;0;20.00;199.00;281465;3633
0;48;185;0;21;Venda a Ordem;2021/01/13;2021/01/15;143;2021/01/13;2021/01/13;1;0;0;44;Por conta Remetente (CIF);6;1440;CAIXA DE PAPELaO 40 UN;2131.20;42.62;10.66;0;50.40;62.35;25315;476
0;49.01;185;0;21;Venda a Ordem;2021/01/18;2021/01/22;144;2021/01/19;2021/01/20;1;1;1;45;Proprio por conta Remetente;4;4032;CAIXA DE PAPELaO 40 UN;7176.96;143.54;35.88;0;90.72;90.72;25315;476
0;51;25;0;21;Venda a Ordem;2021/01/13;2021/01/19;145;2021/01/16;2021/01/17;1;0;0;46;Proprio por conta Remetente;2;2030;CAIXA DE PAPELaO 40 UN;1770.50;35.41;8.85;0;28.82;32.72;293282;4992
0;55;3;1;51;Remessa Vasilhame Estadual;2021/01/14;2021/01/20;146;2021/01/17;2021/01/17;1;1;1;47;Por conta Destintario (FOB);3;12;PALETE MADEIRA 1 UN;1800.00;36.00;9.00;0;0.00;12.00;199382;4667
0;56;157;1;51;Remessa Vasilhame Estadual;2021/01/14;2021/01/21;147;2021/01/20;2021/01/20;1;1;1;48;Por conta Destintario (FOB);3;28;PALETE MADEIRA 1 UN;840.00;16.80;4.20;0;28.00;28.00;115570;879
0;57;57;1;51;Remessa Vasilhame Estadual;2021/01/15;2021/01/15;148;2021/01/16;2021/01/18;0;1;0;49;Por conta Destintario (FOB);1;16;PALETE MADEIRA 1 UN;2400.00;48.00;12.00;0;0.00;16.00;186755;3893
0;58;134;1;51;Remessa Vasilhame Estadual;2021/01/15;2021/01/16;149;2021/01/14;2021/01/15;1;0;0;50;Por conta Destintario (FOB);6;27;PALETE MADEIRA 1 UN;810.00;16.20;4.05;0;27.00;27.00;199382;4667
0;59;10;1;51;Remessa Vasilhame Estadual;2021/01/15;2021/01/22;150;2021/01/20;2021/01/20;1;1;1;51;Por conta Destintario (FOB);6;2;PALETE MADEIRA 1 UN;70.00;1.40;0.35;0;2.00;2.00;115567;4789
0;60;163;1;51;Remessa Vasilhame Estadual;2021/01/15;2021/01/19;151;2021/01/19;2021/01/20;0;0;0;52;Por conta Destintario (FOB);10;34;PALETE MADEIRA 3 UN;4900.00;98.00;24.50;0;34.00;38.00;115567;4789
0;61;180;3;51;Retorno Devolucao Vasilhame Estadual;2021/01/15;2021/01/17;152;2021/01/17;2021/01/18;0;1;0;53;Por conta Destintario (FOB);2;40;PALETE MADEIRA 3 UN;1200.00;24.00;6.00;0;40.00;40.00;90927;1523
0;62;18;14;2;Amostra;2021/01/15;2021/01/16;153;2021/01/13;2021/01/15;1;1;1;54;Por conta Destintario (FOB);9;4;PALETE MADEIRA 3 UN;90.22;1.80;0.45;0;4.00;4.00;25315;476
0;63;113;14;2;Amostra;2021/01/15;2021/01/16;154;2021/01/13;2021/01/14;1;1;1;55;Por conta Destintario (FOB);10;4;PALETE MADEIRA 3 UN;90.22;1.80;0.45;0;4.00;4.00;0;0
0;64;52;1;51;Remessa Vasilhame Estadual;2021/01/15;2021/01/16;155;2021/01/17;2021/01/17;0;0;0;56;Por conta Destintario (FOB);3;12;PALETE MADEIRA 3 UN;420.00;8.40;2.10;0;12.00;12.00;129882;6743
0;65;103;1;51;Remessa Vasilhame Estadual;2021/01/15;2021/01/16;156;2021/01/14;2021/01/14;1;1;1;57;Por conta Destintario (FOB);10;7;PALETE DE MADEIRA 2 ;1050.00;21.00;5.25;0;7.00;7.00;115564;9876
0;66;93;1;51;Remessa Vasilhame Estadual;2021/01/15;2021/01/17;157;2021/01/17;2021/01/18;0;1;0;58;Por conta Destintario (FOB);6;38;PALETE DE MADEIRA 2 ;3638.00;72.76;18.19;0;38.00;41.00;175621;3971
0;67;109;0;21;Venda a Ordem;2021/01/18;2021/01/24;158;2021/01/24;2021/01/25;0;1;0;59;Por conta Remetente (CIF);10;10;PALETE DE MADEIRA 2 ;129.00;2.58;0.65;0;0.00;10.00;186755;3893
0;68;197;1;51;Remessa Vasilhame Estadual;2021/01/18;2021/01/18;159;2021/01/19;2021/01/21;0;0;0;60;Por conta Destintario (FOB);5;25;PALETE DE MADEIRA 2 ;1951.55;39.03;9.76;0;25.00;50.00;201383;3721
0;69;184;1;51;Remessa Vasilhame Estadual;2021/01/18;2021/01/22;160;2021/01/22;2021/01/22;1;0;0;61;Por conta Destintario (FOB);1;1;PALETE DE MADEIRA 2 ;1000.00;20.00;5.00;0;1.00;2.00;290144;4822
0;70;102;0;9;Venda Sucata Estadual;2021/01/18;2021/01/21;161;2021/01/18;2021/01/18;1;1;1;62;Por conta Destintario (FOB);1;1850;PALETE DE MADEIRA 2 ;4625.00;92.50;23.13;0;1850.00;1850.00;186755;3893
0;72;186;1;51;Remessa Vasilhame Estadual;2021/01/18;2021/01/20;162;2021/01/20;2021/01/21;0;1;0;63;Por conta Destintario (FOB);8;34;PALETE DE MADEIRA 2 ;1020.00;20.40;5.10;0;34.00;34.00;290144;4822
0;73;98;1;51;Remessa Vasilhame Estadual;2021/01/18;2021/01/23;163;2021/01/21;2021/01/23;1;1;1;64;Por conta Destintario (FOB);6;4;PALETE MADEIRA 2 ;600.00;12.00;3.00;0;0.00;4.00;271921;879
0;74;160;1;51;Remessa Vasilhame Estadual;2021/01/18;2021/01/25;164;2021/01/24;2021/01/25;1;1;1;65;Por conta Destintario (FOB);10;4;PALETE MADEIRA 1 UN ;140.00;2.80;0.70;0;4.00;4.00;196723;3824
0;75;80;0;21;Venda a Ordem;2021/01/18;2021/01/20;165;2021/01/17;2021/01/18;1;1;1;66;Proprio por conta Remetente;9;2040;PALETE MADEIRA 1 UN ;5939.46;118.79;29.70;0;0.00;0.00;224718;4211
0;79;199;0;21;Retorno Venda a Ordem;2021/01/19;2021/01/19;166;2021/01/20;2021/01/21;0;1;0;67;Proprio por conta Remetente;9;4032;PALETE MADEIRA 1 UN ;7176.96;143.54;35.88;0;90.72;90.72;186755;3893
0;81;17;0;21;Venda a Ordem;2021/01/19;2021/01/25;167;2021/01/23;2021/01/24;1;1;1;68;Por conta Destintario (FOB);5;4032;PALETE MADEIRA 1 UN ;7176.96;143.54;35.88;0;90.72;90.72;177623;3776
0;82;144;1;51;Remessa Vasilhame Estadual;2021/01/19;2021/01/20;168;2021/01/17;2021/01/18;1;1;1;69;Por conta Destintario (FOB);1;25;PALETE MADEIRA 1 UN ;1951.55;39.03;9.76;0;25.00;50.00;25315;476
0;83;17;0;21;Venda a Ordem;2021/01/19;2021/01/22;169;2021/01/22;2021/01/24;0;1;0;70;Por conta Destintario (FOB);8;4032;PALETE MADEIRA 1 UN ;7136.64;142.73;35.68;0;90.72;90.72;177623;3776
0;84;165;0;9;Venda Sucata Estadual;2021/01/19;2021/01/24;170;2021/01/22;2021/01/22;1;1;1;71;Por conta Destintario (FOB);6;140;PALETE MADEIRA 1 UN ;350.00;7.00;1.75;0;140.00;140.00;90927;1523
0;85;183;0;21;Venda a Ordem;2021/01/19;2021/01/23;171;2021/01/24;2021/01/24;0;1;0;72;Por conta Destintario (FOB);5;1480;PALETE MADEIRA 1 UN ;5297.60;105.95;26.49;0;1048.96;2288.96;90927;1523
0;86;83;1;51;Remessa Vasilhame Estadual;2021/01/20;2021/01/20;172;2021/01/21;2021/01/23;0;1;0;73;Por conta Destintario (FOB);9;1;PALETE MADEIRA 1 UN ;35.00;0.70;0.18;0;1.00;1.00;271924;2345
0;87;13;1;51;Remessa Vasilhame Estadual;2021/01/20;2021/01/24;173;2021/01/21;2021/01/22;1;1;1;74;Por conta Destintario (FOB);5;10;PALETE MADEIRA 1 UN ;1500.00;30.00;7.50;0;0.00;10.00;169809;6578
0;88;126;1;51;Remessa Vasilhame Estadual;2021/01/20;2021/01/27;174;2021/01/24;2021/01/26;1;1;1;75;Por conta Destintario (FOB);6;19;PALETE MADEIRA 1 UN ;570.00;11.40;2.85;0;19.00;19.00;201383;3721
0;89;80;1;51;Remessa Vasilhame Estadual;2021/01/20;2021/01/25;175;2021/01/26;2021/01/26;0;1;0;76;Por conta Destintario (FOB);7;14;PALETE MADEIRA 1 UN ;2100.00;42.00;10.50;0;14.00;14.00;224718;4211
0;90;112;1;51;Remessa Vasilhame Estadual;2021/01/20;2021/01/25;176;2021/01/24;2021/01/24;1;1;1;77;Por conta Destintario (FOB);1;24;PALETE MADEIRA 1 UN ;2292.00;45.84;11.46;0;24.00;26.00;271924;2345
0;91;134;1;51;Remessa Vasilhame Estadual;2021/01/20;2021/01/24;177;2021/01/25;2021/01/26;0;1;0;78;Por conta Destintario (FOB);4;6;PALETE MADEIRA 1 UN ;900.00;18.00;4.50;0;0.00;6.00;199382;4667
0;93;162;0;21;Venda a Ordem;2021/01/20;2021/01/26;178;2021/01/26;2021/01/26;1;1;1;79;Por conta Destintario (FOB);7;3000;PALETE MADEIRA 1 UN ;1254.00;25.08;6.27;0;14.25;1515.15;27103;2864
0;95;57;1;51;Remessa Vasilhame Estadual;2021/01/20;2021/01/26;179;2021/01/27;2021/01/27;0;1;0;80;Por conta Destintario (FOB);10;20;PALETE MADEIRA 1 UN ;600.00;12.00;3.00;0;20.00;20.00;186755;3893
0;96;124;0;21;Venda a Ordem Interestadual;2021/01/20;2021/01/22;180;2021/01/22;2021/01/22;1;1;1;81;Por conta Destintario (FOB);9;14760;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;110946.58;2218.93;554.73;0;19170.96;19377.67;129879;2950
0;97;54;1;51;Remessa Vasilhame Interestadual;2021/01/20;2021/01/21;181;2021/01/20;2021/01/22;0;1;0;82;Por conta Destintario (FOB);6;25;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;875.00;17.50;4.38;0;25.00;25.00;119034;1701
0;101;131;1;51;Remessa Vasilhame Estadual;2021/01/21;2021/01/22;182;2021/01/21;2021/01/22;1;0;0;83;Por conta Destintario (FOB);8;35;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;1050.00;21.00;5.25;0;35.00;35.00;202886;1123
0;102;38;1;51;Remessa Vasilhame Estadual;2021/01/21;2021/01/24;183;2021/01/24;2021/01/24;1;1;1;84;Por conta Destintario (FOB);8;2;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;70.00;1.40;0.35;0;2.00;2.00;28019;4350
0;105;14;0;2;Devolucao compra industrializacao;2021/01/21;2021/01/23;184;2021/01/21;2021/01/22;1;1;1;85;Por conta Destintario (FOB);5;656;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;7078.24;141.56;35.39;0;656.00;656.00;245112;1997
0;106;177;0;21;Venda a Ordem;2021/01/22;2021/01/27;185;2021/01/27;2021/01/27;1;1;1;86;Por conta Destintario (FOB);7;3610;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;4067.03;81.34;20.34;0;47.65;47.65;115567;4789
0;107;164;1;51;Remessa Vasilhame Estadual;2021/01/22;2021/01/22;186;2021/01/19;2021/01/20;1;0;0;87;Por conta Destintario (FOB);3;6;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;1054.69;21.09;5.27;0;6.00;12.00;298740;2916
0;108;95;0;21;Venda a Ordem;2021/01/22;2021/01/27;187;2021/01/26;2021/01/26;1;0;0;88;Por conta Destintario (FOB);8;64;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;433.73;8.67;2.17;0;10.30;10.30;186757;8765
0;109;86;1;51;Remessa Vasilhame Estadual;2021/01/22;2021/01/29;188;2021/01/30;2021/01/30;0;1;0;89;Por conta Destintario (FOB);6;4;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;120.00;2.40;0.60;0;4.00;4.00;115567;4789
0;110;1;0;57;Venda a Ordem Estadual;2021/01/22;2021/01/28;189;2021/01/28;2021/01/30;0;1;0;90;Por conta Destintario (FOB);4;3610;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;4067.03;81.34;20.34;0;47.65;47.65;115567;4789
0;111;83;0;57;Venda a Ordem Estadual;2021/01/22;2021/01/27;190;2021/01/28;2021/01/28;0;1;0;91;Por conta Destintario (FOB);10;3610;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;4043.20;80.86;20.22;0;47.65;47.65;271924;2345
0;112;6;0;21;Venda a Ordem;2021/01/22;2021/01/27;191;2021/01/26;2021/01/28;0;1;0;92;Por conta Remetente (CIF);5;960;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;50626.56;1012.53;253.13;0;960.00;1920.00;25315;476
0;112.01;6;0;21;Venda a Ordem;2021/01/22;2021/01/22;192;2021/01/22;2021/01/23;0;0;0;93;Por conta Remetente (CIF);3;960;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;50626.56;1012.53;253.13;0;960.00;1920.00;25315;476
0;113;199;1;51;Remessa Vasilhame Estadual;2021/01/22;2021/01/24;193;2021/01/25;2021/01/25;0;0;0;94;Por conta Destintario (FOB);10;48;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;900.48;18.01;4.50;0;48.00;48.00;186755;3893
0;114;6;0;21;Venda a Ordem;2021/01/22;2021/01/27;194;2021/01/26;2021/01/28;0;1;0;95;Por conta Destintario (FOB);3;1080;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;1598.40;31.97;7.99;0;37.80;46.76;25315;476
0;116;53;0;21;Venda a Ordem;2021/01/22;2021/01/23;195;2021/01/21;2021/01/23;1;0;0;96;Por conta Destintario (FOB);7;4920;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;29681.38;593.63;148.41;0;806.61;1104.02;22818;4723
0;117;103;0;21;Venda a Ordem;2021/01/22;2021/01/23;196;2021/01/22;2021/01/22;1;1;1;97;Por conta Destintario (FOB);4;800;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;4832.00;96.64;24.16;0;169.60;969.60;115564;9876
0;118;84;0;21;Venda a Ordem;2021/01/22;2021/01/23;197;2021/01/23;2021/01/25;0;1;0;98;Por conta Destintario (FOB);4;972;CAIXA PAPELaO 180/ 1 PALETE MADEIRA ;10883.16;217.66;54.42;0;4618.08;4618.08;293282;4992
0;120;38;1;51;Remessa Vasilhame Estadual;2021/01/25;2021/01/29;198;2021/01/27;2021/01/28;1;0;0;99;Por conta Destintario (FOB);1;67;PALETE MADEIRA 6 UN;4920.00;98.40;24.60;0;67.00;70.00;28019;4350
0;121;92;1;51;Remessa Vasilhame Estadual;2021/01/25;2021/01/27;199;2021/01/27;2021/01/28;0;1;0;100;Por conta Destintario (FOB);8;9;PALETE MADEIRA 1UN;315.00;6.30;1.58;0;9.00;9.00;119034;1701
0;122;182;1;51;Remessa Vasilhame Estadual;2021/01/25;2021/01/31;200;2021/01/31;2021/01/31;1;0;0;101;Por conta Destintario (FOB);1;9;PALETEMADEIRA 1 UN;315.00;6.30;1.58;0;9.00;9.00;298740;2916
0;123;94;1;51;Remessa Vasilhame Estadual;2021/01/25;2021/01/25;201;2021/01/22;2021/01/23;1;1;1;102;Por conta Destintario (FOB);8;20;PALETEMADEIRA 1 UN;3000.00;60.00;15.00;0;0.00;20.00;186755;3893
0;124;146;1;51;Remessa Vasilhame Estadual;2021/01/25;2021/01/30;202;2021/01/31;2021/02/02;0;1;0;103;Por conta Destintario (FOB);2;40;PALETE MADEIRA 4 CXS;1200.00;24.00;6.00;0;40.00;40.00;287413;3002
0;125;3;0;21;Venda a Ordem;2021/01/25;2021/01/30;203;2021/01/27;2021/01/28;1;1;1;104;Por conta Destintario (FOB);5;363;PALETE MADEIRA 4 CXS;2207.04;44.14;11.04;0;787.53;787.53;199382;4667
0;126;30;1;51;Remessa Vasilhame Estadual;2021/01/25;2021/01/27;204;2021/01/25;2021/01/26;1;1;1;105;Por conta Destintario (FOB);5;3;PALETE MADEIRA 4 CXS;3000.00;60.00;15.00;0;3.00;6.00;25315;476
0;127;18;0;21;Venda a Ordem;2021/01/25;2021/01/26;205;2021/01/25;2021/01/26;1;1;1;106;Por conta Destintario (FOB);3;5268;PALETE MADEIRA 4 CXS;17299.91;346.00;86.50;0;487.98;636.68;25315;476
0;128;162;0;21;Venda a Ordem;2021/01/25;2021/01/25;206;2021/01/25;2021/01/27;0;1;0;107;Por conta Destintario (FOB);6;11808;PALETE MADEIRA 4 CXS;10825.15;216.50;54.13;0;187.00;3426.88;27103;2864
0;129;153;0;21;Venda a Ordem;2021/01/25;2021/01/30;207;2021/01/31;2021/02/02;0;0;0;108;Por conta Destintario (FOB);7;10590;PALETE MADEIRA 4 CXS;22184.70;443.69;110.92;0;265.17;1885.04;303183;2178
0;130;176;0;21;Venda a Ordem;2021/01/25;2021/01/29;208;2021/01/29;2021/01/31;0;0;0;109;Por conta Destintario (FOB);3;4176;PALETE MADEIRA 4 CXS;3869.14;77.38;19.35;0;118.66;118.66;290144;4822
0;132;132;0;21;Retorno Venda a Ordem;2021/01/25;2021/01/31;209;2021/01/30;2021/01/31;1;1;1;110;Proprio por conta Remetente;8;5268;PALETE MADEIRA 4 CXS;17658.42;353.17;88.29;0;487.98;636.68;290144;4822
0;133;103;0;21;Retorno Venda a Ordem;2021/01/25;2021/01/26;210;2021/01/27;2021/01/28;0;0;0;111;Proprio por conta Remetente;6;4176;PALETE MADEIRA 4 CXS;4224.96;84.50;21.12;0;118.66;118.66;115564;9876
0;134;171;0;21;Retorno Venda a Ordem;2021/01/25;2021/01/26;211;2021/01/26;2021/01/27;0;1;0;112;Proprio por conta Remetente;1;11808;PALETE MADEIRA 4 CXS;11352.96;227.06;56.76;0;187.00;3426.88;303183;2178
0;135;128;0;21;Venda a Ordem;2021/01/25;2021/01/27;212;2021/01/28;2021/01/28;0;1;0;113;Por conta Destintario (FOB);4;1351;PALETE MADEIRA 4 CXS;27004.58;540.09;135.02;0;1351.00;2702.00;201383;3721
0;136;90;1;51;Remessa Vasilhame Estadual;2021/01/25;2021/01/29;213;2021/01/29;2021/01/29;1;0;0;114;Por conta Destintario (FOB);7;54;PALETE MADEIRA 4 CXS;262.44;5.25;1.31;0;54.00;54.00;271924;2345
0;137;163;1;51;Remessa Vasilhame Estadual;2021/01/25;2021/01/29;214;2021/01/26;2021/01/28;1;1;1;115;Por conta Destintario (FOB);10;3;PALETE MADEIRA 3;450.00;9.00;2.25;0;3.00;3.00;115567;4789
0;138;186;1;51;Remessa Vasilhame Estadual;2021/01/25;2021/01/31;215;2021/01/29;2021/01/30;1;1;1;116;Por conta Destintario (FOB);1;22;PALETE MADEIRA 3;3300.00;66.00;16.50;0;0.00;22.00;290144;4822
0;139;194;0;21;Venda a Ordem;2021/01/25;2021/01/29;216;2021/01/28;2021/01/28;1;0;0;117;Por conta Destintario (FOB);6;1000;PALETE MADEIRA 3;936.00;18.72;4.68;0;12.50;14.50;25315;476
